Analysis,Estimate,Lower,Upper,SE,t,df,p,tau2,I2
RoB-adjusted,-1.0573652578855808,-1.4246747540576266,-0.690055761713535,0.181,-5.85,34.2,< 0.001,0.809,72.9%
